Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-06,199.22000122070312,205.97000122070312,198.1300048828125,203.38999938964844,156000,0,0,,,,,,,,,,201.2100067138672
2017-02-07,203.1499938964844,207.25,197.02999877929688,197.9499969482422,403300,0,0,-0.02674665646163088,0.9732533435383691,,,,,,,,204.0500030517578
2017-02-08,197.7899932861328,200.47000122070312,191.08999633789065,196.7899932861328,231900,0,0,-0.005860084263667242,0.9675499969353384,,,,,,,,202.7400054931641
2017-02-09,196.8800048828125,205.5,196.83999633789065,198.8000030517578,245500,0,0,0.010213983607908483,0.9774325367438679,,,,,,,,202.7899932861328
2017-02-10,199.1300048828125,203.6000061035156,199.0399932861328,200.0500030517578,170600,0,0,0.006287726261626769,0.9835783649741208,,,,,,,,194.6999969482422
2017-02-13,201.0500030517578,205.0,201.0500030517578,203.3300018310547,126100,0,0,0.016395894672634803,0.9997050122485188,,,,,,,,185.75999450683597
2017-02-14,202.41000366210935,204.0200042724609,201.3500061035156,201.9499969482422,69700,0,0,-0.006787020461245685,0.9929199938751783,,,,,,,,185.3699951171875
2017-02-15,202.30999755859372,204.4499969482422,199.6999969482422,203.1000061035156,116600,0,0,0.005694524251803612,0.9985742008604012,,,,,,,,189.4199981689453
2017-02-16,203.0,203.30999755859372,200.1699981689453,202.3999938964844,108900,0,0,-0.003446638040347505,0.9951324770336061,,,,199.1699981689453,,,,188.0800018310547
2017-02-17,199.0,199.16000366210935,190.57000732421875,191.9900054931641,340600,0,0,-0.05143275057925345,0.943950076549022,,,,198.91000366210938,,,,190.3800048828125
2017-02-21,194.2899932861328,195.4600067138672,190.6300048828125,194.0800018310547,194400,0,0,0.010885964259035319,0.9542258833446483,,,,198.03500366210938,,,,192.3600006103516
2017-02-22,193.6100006103516,197.2100067138672,193.0200042724609,196.9600067138672,132800,0,0,0.014839266568636544,0.9683858955942922,,,,198.03500366210938,,,,200.13999938964844
2017-02-23,197.5399932861328,199.52999877929688,196.6000061035156,198.38999938964844,150100,0,0,0.007260319999169429,0.9754166870789891,,,,197.78500366210938,,,,199.41000366210935
2017-02-24,197.05999755859372,202.0,194.8699951171875,200.7899932861328,133700,0,0,0.012097353212702222,0.9872166472721474,,,,197.78500366210938,,,,197.0
2017-02-27,200.97999572753903,204.0,200.1499938964844,203.1199951171875,127300,0,0,0.011604173061225964,0.9986724800960167,,,,197.51000213623047,,,,193.7100067138672
2017-02-28,202.1300048828125,204.02999877929688,199.6199951171875,200.4600067138672,205200,0,0,-0.013095650193304054,0.9855942146389999,,,,197.51000213623047,,,,186.0
2017-03-01,203.1499938964844,205.8000030517578,203.1499938964844,204.0200042724609,253300,0,0,0.017759141172110082,1.003097521435189,,,,198.18500518798828,,,,188.8999938964844
2017-03-02,206.0,206.0,202.7100067138672,203.55999755859372,93400,0,0,-0.002254713774306527,1.0008358236366364,,,,198.28500366210938,,,,193.9900054931641
2017-03-03,204.2899932861328,204.80999755859372,202.0200042724609,203.38999938964844,51000,0,0,-0.0008351256189043088,1.0000000000000002,,,,198.31500244140625,,,,192.33999633789065
2017-03-06,202.80999755859372,202.92999267578125,199.1199951171875,199.8000030517578,116600,0,0,-0.017650800671929923,0.9823491993280703,200.21600036621095,206.86642063432583,193.56558009809606,199.51000213623047,,,,196.1100006103516
2017-03-07,199.72000122070312,200.47000122070312,195.33999633789065,197.69000244140625,164200,0,0,-0.010560563454070526,0.9719750382745108,199.93100051879884,206.50008153427947,193.3619195033182,200.43499755859375,,,,193.69000244140625
2017-03-08,198.50999450683597,198.77999877929688,195.00999450683597,196.1499938964844,77400,0,0,-0.007790017329673993,0.9644033358823418,199.84100036621095,206.56536696778502,193.11663376463687,200.43499755859375,,,,192.55999755859372
2017-03-09,196.3999938964844,202.25999450683597,195.17999267578125,196.3600006103516,120500,0,0,0.0010706434891760708,0.9654358680348439,199.8195007324219,206.58582393203864,193.05317753280514,200.50499725341797,,,,194.1300048828125
2017-03-10,199.2400054931641,199.2400054931641,195.8000030517578,197.47000122070312,76700,0,0,0.005652885551544529,0.970893366504201,199.75300064086915,206.58463382515976,192.92136745657854,200.50499725341797,,,,195.97000122070312
2017-03-13,197.5200042724609,198.6699981689453,196.0500030517578,197.6100006103516,98600,0,0,0.0007089653556642261,0.9715816962650967,199.63100051879883,206.5246014452793,192.73739959231835,200.50499725341797,,,,197.4199981689453
2017-03-14,197.5,199.42999267578125,195.00999450683597,198.2700042724609,87800,0,0,0.003339930469464125,0.9748267115760262,199.37800064086915,206.07657757537234,192.67942370636595,200.50499725341797,198.91000366210938,,,205.05999755859372
2017-03-15,199.6999969482422,201.9900054931641,197.94000244140625,201.2100067138672,116900,0,0,0.014828276481833047,0.9892817115771516,199.34100112915038,205.98979636424397,192.6922058940568,199.90999603271484,198.91000366210938,,,206.47000122070312
2017-03-16,202.0,205.94000244140625,201.3999938964844,204.0500030517578,109600,0,0,0.014114587958486968,1.0032450153109298,199.3885009765625,206.15783505581652,192.6191668973085,200.4749984741211,198.28500366210938,,,203.2899932861328
2017-03-17,204.1000061035156,204.1000061035156,199.75,202.7400054931641,317600,0,0,-0.006419983038478239,0.9968041993291958,199.40550155639647,206.2069830594289,192.60402005336405,200.4749984741211,198.28500366210938,,,203.1499938964844
2017-03-20,202.4900054931641,203.13999938964844,200.0800018310547,202.7899932861328,258300,0,0,0.0002465610713935362,0.997049972440552,199.94550094604492,205.9686817069414,193.92232018514844,200.4749984741211,198.28500366210938,,,206.6300048828125
2017-03-21,202.4499969482422,202.4600067138672,194.00999450683597,194.6999969482422,1414900,0,0,-0.039893469134227866,0.9572741901397122,199.97650070190429,205.88259790284977,194.0704035009588,199.9749984741211,198.28500366210938,,,205.8999938964844
2017-03-22,194.32000732421875,194.72000122070312,185.0,185.75999450683597,660600,0,0,-0.04591680832836775,0.9133192146333735,199.41650009155273,207.93931660909814,190.89368357400733,195.47000122070312,195.5,,,203.25
2017-03-23,185.50999450683597,186.6300048828125,183.00999450683597,185.3699951171875,403800,0,0,-0.002099479980519292,0.9114017192264271,198.7654998779297,209.2823645925463,188.2486351633131,194.4749984741211,194.50499725341797,,,206.80999755859372
2017-03-24,186.3000030517578,191.1100006103516,184.8000030517578,189.4199981689453,262300,0,0,0.021848212539453682,0.9313142176969096,198.1970001220703,209.42766084485737,186.96633939928324,194.4749984741211,194.50499725341797,,,219.3300018310547
2017-03-27,186.5500030517578,189.5399932861328,184.25999450683597,188.0800018310547,251200,0,0,-0.007074207321528303,0.9247259078394348,197.44500045776368,209.2617493736512,185.62825154187615,194.4749984741211,194.50499725341797,,,216.0500030517578
2017-03-28,187.8999938964844,190.8300018310547,186.30999755859372,190.3800048828125,172900,0,0,0.012228854898798991,0.9360342467875634,196.94100036621094,209.05968553190183,184.82231520052005,194.4749984741211,194.50499725341797,,,217.6699981689453
2017-03-29,190.05999755859372,193.9600067138672,189.0,192.3600006103516,171800,0,0,0.010400229418829232,0.9457692176980351,196.35800018310547,208.1732009849414,184.54279938126956,193.55500030517578,194.50499725341797,,,215.6199951171875
2017-03-30,192.27999877929688,201.1000061035156,190.0,200.13999938964844,267000,0,0,0.04044499248602196,0.984020846601343,196.1870002746582,207.67113837485095,184.70286217446545,193.0749969482422,194.50499725341797,,,215.0500030517578
2017-03-31,199.8500061035156,202.0,196.72999572753903,199.41000366210935,383100,0,0,-0.0036474254510108217,0.9804317039211241,195.98800048828124,207.09364535350207,184.88235562306042,192.73500061035156,194.50499725341797,,,217.55999755859372
2017-04-03,200.1199951171875,204.0,194.9199981689453,197.0,611400,0,0,-0.012085670818165029,0.9685825290878408,195.84800033569337,206.8263914571466,184.86960921424014,193.50499725341797,194.50499725341797,,,216.41000366210935
2017-04-04,196.41000366210935,198.42999267578125,191.3699951171875,193.7100067138672,267300,0,0,-0.016700473533669102,0.952406742195635,195.6490005493164,206.63094582985892,184.6670552687739,193.50499725341797,194.50499725341797,,,215.5800018310547
2017-04-05,194.47000122070312,194.47000122070312,185.1000061035156,186.0,370800,0,0,-0.03980179880565382,0.9144992406616161,195.1415008544922,206.90310623319633,183.37989547578806,194.12999725341797,194.50499725341797,,,213.42999267578125
2017-04-06,184.5800018310547,190.5,182.5,188.8999938964844,282200,0,0,0.01559136503486247,0.928757532146876,194.76850051879882,206.82458314982608,182.71241788777155,193.25,194.25,,,216.07000732421875
2017-04-07,188.63999938964844,194.4199981689453,185.5200042724609,193.9900054931641,248200,0,0,0.026945536056867114,0.9537834017174265,194.59450073242186,206.5892344334444,182.59976703139932,193.25,194.22000122070312,,,215.1100006103516
2017-04-10,194.1300048828125,195.7400054931641,191.5800018310547,192.33999633789065,194100,0,0,-0.008505640025519678,0.9456708634401024,194.33100051879882,206.28014258165075,182.38185845594688,193.25,194.22000122070312,,,211.2100067138672
2017-04-11,191.9499969482422,196.47000122070312,188.5,196.1100006103516,352400,0,0,0.01960072966746873,0.9642067023887936,194.22300033569337,206.0651963008836,182.38080437050314,193.25,194.22000122070312,,,215.8600006103516
2017-04-12,195.8000030517578,196.63999938964844,192.7100067138672,193.69000244140625,121800,0,0,-0.012340003882584272,0.9523083879377021,193.8470001220703,205.24229789273215,182.45170235140847,193.25,194.22000122070312,,,221.1300048828125
2017-04-13,192.6999969482422,193.75,190.69000244140625,192.55999755859372,127600,0,0,-0.005834089878512749,0.946752535210412,193.27249984741212,203.65541260080133,182.88958709402291,193.25,194.22000122070312,,,225.2100067138672
2017-04-17,193.1499938964844,194.5200042724609,191.17999267578125,194.1300048828125,118200,0,0,0.008153341006047032,0.9544717314783221,192.84199981689454,202.2802798708404,183.4037197629487,190.46499633789062,194.22000122070312,,,226.72999572753903
2017-04-18,193.08999633789065,196.25999450683597,191.7400054931641,195.97000122070312,131100,0,0,0.009478165618969303,0.9635183726278981,192.50100021362306,200.90219215581598,184.09980827143013,189.56999969482422,194.22000122070312,,,222.6100006103516
2017-04-19,196.27999877929688,198.6699981689453,190.08999633789065,197.4199981689453,180500,0,0,0.007399076079043221,0.9706475183705278,192.6370002746582,201.26369217835284,184.01030837096354,190.58499908447266,194.22000122070312,,,218.9900054931641
2017-04-20,198.2400054931641,205.83999633789065,196.02999877929688,205.05999755859372,318900,0,0,0.03869921720448177,1.00821081751294,193.60200042724608,203.20908223806862,183.99491861642355,195.68000030517578,194.22000122070312,199.70750045776367,,217.8999938964844
2017-04-21,206.47999572753903,208.4900054931641,204.1300048828125,206.47000122070312,192100,0,0,0.006876054222650252,1.0151433297620216,194.65700073242186,205.02875369079013,184.2852477740536,198.49500274658203,195.49500274658203,199.4099998474121,,215.0
2017-04-24,208.1499938964844,210.5,202.66000366210935,203.2899932861328,197300,0,0,-0.015401791619941374,0.9995083037326535,195.35050048828126,206.08139205864822,184.6196089179143,199.5,196.5,199.38000106811523,,215.0200042724609
2017-04-25,203.9600067138672,205.1499938964844,202.1499938964844,203.1499938964844,151700,0,0,-0.0006886683765656709,0.998819973971758,196.10400009155273,206.8029705565093,185.40502962659616,200.2949981689453,196.5,199.38000106811523,,218.47999572753903
2017-04-26,203.6699981689453,207.3999938964844,203.1000061035156,206.6300048828125,164800,0,0,0.01713025395462897,1.0159300137808502,196.91650009155273,208.211446647631,185.62155353547448,200.2949981689453,196.5,199.38000106811523,,219.8999938964844
2017-04-27,206.19000244140625,207.8300018310547,204.8999938964844,205.8999938964844,211500,0,0,-0.0035329379522693882,1.0123407960783144,197.59349975585937,209.3341116870944,185.85288782462433,200.2949981689453,196.5,199.13000106811523,,223.2700042724609
2017-04-28,207.9900054931641,207.9900054931641,201.7400054931641,203.25,188700,0,0,-0.012870296139089188,0.9993116702391052,197.74899978637694,209.703175289618,185.79482428313588,200.2949981689453,196.5,195.48500061035156,,223.72000122070312
2017-05-01,204.16000366210935,208.0,201.88999938964844,206.80999755859372,207000,0,0,0.017515363141912488,1.016814977035294,198.11899948120117,210.7043475615358,185.53365140086655,200.2949981689453,196.5,194.48999786376953,,225.5200042724609
2017-05-02,215.47999572753903,221.5,209.9900054931641,219.3300018310547,897300,0,0,0.06053868004574481,1.078371613595755,199.2354995727539,214.8580255861227,183.6129735593851,208.76499938964844,202.0,194.48999786376953,,224.4900054931641
2017-05-03,218.3300018310547,218.3300018310547,211.1100006103516,216.0500030517578,327500,0,0,-0.01495462887846688,1.0622449663213571,200.35249938964844,217.38216168030272,183.32283709899417,211.62000274658203,202.0,194.48999786376953,,231.3000030517578
