Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-06,64.5274505752075,64.57427317425085,63.7220275614175,64.3214111328125,158000,0.0,0,,,,,,,,,,66.203857421875
2017-02-07,64.42445016912329,64.75223704156384,63.946813786299664,64.45254516601562,159600,0.0,0,0.0020387306636098224,1.0020387306636098,,,,,,,,66.77516174316406
2017-02-08,64.50871666079321,64.50871666079321,62.45770387841885,63.113277435302734,220000,0.0,0,-0.02077912869481302,0.9812172389219636,,,,,,,,68.84490966796875
2017-02-09,63.4036013532939,64.12473940546798,62.63564070183028,62.74802780151367,353500,0.0,0,-0.005787207520057569,0.9755387311380642,,,,,,,,69.06966400146484
2017-02-10,63.028989160630296,64.40569355782817,62.63563790192968,63.68456268310547,233600,0.0,0,0.014925327765747065,0.9900989664484808,,,,,,,,68.04606628417969
2017-02-13,64.03109789128733,64.85524865937381,63.77822866053575,64.1903076171875,121900,0.0,0,0.007941405464282125,0.9979617437908149,,,,,,,,68.44987487792969
2017-02-14,64.03109697733292,64.65857563766569,63.16011646925277,63.66584777832031,157500,0.0,0,-0.008170389866253847,0.9898080072724375,,,,,,,,68.79733276367188
2017-02-15,63.60966354143818,64.57429660335606,63.26314903097353,64.48064422607422,109700,0.0,0,0.012798014574328276,1.0024755845752968,,,,,,,,68.85369110107422
2017-02-16,64.45253235482687,65.10810596940004,64.20903052146406,65.0893783569336,252900,0.0,0,0.009440571479483184,1.0119395269879166,,,,63.78290492390944,,,,69.02271270751953
2017-02-17,65.02381695074195,65.45462346283739,64.62110542820679,64.85523986816406,230300,0.0,0,-0.0035971842822891675,1.0082993940268086,,,,63.956163670628115,,,,69.19175720214844
2017-02-21,65.1830427724204,65.81052151180634,65.1830427724204,65.58575439453125,147300,0.0,0,0.011263770326841005,1.0196566468218196,,,,64.13411269511259,,,,70.12145233154297
2017-02-22,65.87607231873498,66.26005628663738,65.03319392666877,65.22986602783203,148800,0.0,0,-0.005426305910249507,1.0141236779327452,,,,64.44784709428353,,,,71.1919937133789
2017-02-23,65.39843753444796,65.5482798697894,64.62110943079084,65.19239807128906,167700,0.0,0,-0.0005743987965111108,1.0135411665126273,,,,64.44784709428353,,,,71.94326782226562
2017-02-24,64.6304849298212,65.59511786015597,64.44317305558987,65.04255676269531,164900,0.0,0,-0.0022984475648509806,1.0112115952865801,,,,64.71008637794507,,,,70.52525329589844
2017-02-27,65.03318678415846,65.77305249978104,64.40570103101967,65.59510803222656,169300,0.0,0,0.008495226772022635,1.0198020671030383,,,,64.71008637794507,,,,70.78820037841797
2017-02-28,65.49209713370709,65.49209713370709,64.7335037037917,64.82715606689453,213000,0.0,0,-0.0117074578938835,1.007862777342334,,,,64.76160265880546,,,,69.80216217041016
2017-03-01,65.66067131812522,66.42863209367921,64.69603844525807,66.40990447998047,131200,0.0,0,0.024414898155530995,1.0324696444058978,,,,65.31883130757163,,,,69.99935913085938
2017-03-02,66.12892967421213,66.33496911800708,65.57636869810605,65.87606048583984,131400,0.0,0,-0.008038620117298279,1.0241700131518767,,,,65.41716656234945,,,,69.7270278930664
2017-03-03,66.06338721150898,66.36307906680189,65.1174818904962,65.51082611083984,77600,0.0,0,-0.005544265584589869,1.0184917425951898,,,,65.41716656234945,,,,69.32322692871094
2017-03-06,65.25795495666407,65.25795495666407,64.6772989415628,64.93016815185547,99500,0.0,0,-0.008863542004522107,1.0094642982534385,64.7400520324707,66.5579249029899,62.922179161951505,65.41716656234945,,,,69.13541412353516
2017-03-07,65.09874522715606,65.96972567697911,64.94889574772925,65.03318786621094,243800,0.0,0,0.0015866232490655552,1.011065937778149,64.77564086914063,66.58712593494569,62.964155803335565,65.41716656234945,,,,67.54834747314453
2017-03-08,65.32353490480908,65.53894181971768,64.6585936865018,64.77098083496094,108700,0.0,0,-0.004031895711300915,1.0069894253597789,64.79156265258788,66.59692984326767,62.98619546190809,65.41716656234945,,,,66.14910888671875
2017-03-09,64.7803212375166,65.17366541886229,64.48062941193655,64.84587860107422,121000,0.0,0,0.0011563475671940715,1.0081538551319837,64.87819271087646,66.5091753236668,63.24721009808613,65.41716656234945,,,,66.86282348632812
2017-03-10,65.30478935105205,65.595113806648,64.61174617704947,64.80841827392578,185600,0.0,0,-0.000577682467360674,1.007571462325472,64.98121223449706,66.28532739038265,63.677097078611475,65.45463075280787,,,,66.96611785888672
2017-03-13,64.62111193779297,65.52955479957345,64.62111193779297,65.31414794921875,104500,0.0,0,0.0078034565379361265,1.0154340024405935,65.06269149780273,66.22731199588824,63.89807099971721,65.45463075280787,,,,66.80647277832031
