Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-02-06,38.95000076293945,38.95000076293945,37.529998779296875,37.650001525878906,653800,0,0
2017-02-07,37.900001525878906,38.349998474121094,37.04999923706055,37.95000076293945,639200,0,0
2017-02-08,37.849998474121094,37.849998474121094,36.54999923706055,37.20000076293945,512400,0,0
2017-02-09,37.25,38.400001525878906,37.04999923706055,38.25,517600,0,0
2017-02-10,38.849998474121094,38.95000076293945,38.0,38.849998474121094,514900,0,0
2017-02-13,39.04999923706055,39.599998474121094,38.099998474121094,38.45000076293945,387100,0,0
2017-02-14,38.45000076293945,38.70000076293945,37.72999954223633,38.54999923706055,397300,0,0
2017-02-15,38.54999923706055,39.29999923706055,38.349998474121094,39.20000076293945,411300,0,0
2017-02-16,39.150001525878906,39.349998474121094,38.650001525878906,39.29999923706055,662600,0,0
2017-02-17,39.04999923706055,39.20000076293945,37.099998474121094,37.79999923706055,909300,0,0
2017-02-21,38.099998474121094,39.20000076293945,38.099998474121094,38.79999923706055,518600,0,0
2017-02-22,38.70000076293945,38.849998474121094,37.45000076293945,37.5,506100,0,0
2017-02-23,38.0,38.25,35.75,37.04999923706055,1067700,0,0
2017-02-24,40.0,41.0,37.29999923706055,40.099998474121094,2790800,0,0
2017-02-27,40.45000076293945,41.20000076293945,39.900001525878906,40.5,1597900,0,0
2017-02-28,40.29999923706055,40.650001525878906,39.0,39.25,1232500,0,0
2017-03-01,40.45000076293945,41.20000076293945,40.29999923706055,40.5,1246800,0,0
2017-03-02,40.95000076293945,41.04999923706055,39.75,39.79999923706055,882800,0,0
2017-03-03,39.849998474121094,41.0,39.79999923706055,40.79999923706055,796200,0,0
2017-03-06,40.54999923706055,40.54999923706055,39.650001525878906,40.349998474121094,1310200,0,0
2017-03-07,40.349998474121094,40.900001525878906,40.099998474121094,40.45000076293945,974100,0,0
2017-03-08,40.75,40.75,39.45000076293945,39.5,483900,0,0
2017-03-09,39.5,39.54999923706055,38.20000076293945,38.70000076293945,549400,0,0
2017-03-10,39.150001525878906,39.79999923706055,38.5,39.79999923706055,942300,0,0
2017-03-13,39.79999923706055,39.95000076293945,39.099998474121094,39.29999923706055,617100,0,0
2017-03-14,38.900001525878906,39.29999923706055,37.79999923706055,39.099998474121094,660100,0,0
2017-03-15,39.349998474121094,39.95000076293945,38.95000076293945,39.79999923706055,835200,0,0
2017-03-16,40.0,40.5,38.900001525878906,39.099998474121094,532800,0,0
2017-03-17,39.20000076293945,39.5,38.650001525878906,39.349998474121094,720300,0,0
2017-03-20,39.29999923706055,39.349998474121094,38.349998474121094,38.849998474121094,408000,0,0
2017-03-21,39.0,39.0,37.20000076293945,37.650001525878906,855800,0,0
2017-03-22,37.650001525878906,38.279998779296875,37.04999923706055,38.25,700400,0,0
2017-03-23,38.150001525878906,38.70000076293945,37.75,38.45000076293945,530900,0,0
2017-03-24,38.599998474121094,38.900001525878906,37.599998474121094,38.04999923706055,502200,0,0
2017-03-27,37.099998474121094,38.400001525878906,36.400001525878906,38.20000076293945,1010600,0,0
2017-03-28,38.150001525878906,39.150001525878906,37.900001525878906,39.099998474121094,675200,0,0
2017-03-29,38.95000076293945,39.5,38.650001525878906,39.20000076293945,518300,0,0
2017-03-30,39.29999923706055,39.900001525878906,39.130001068115234,39.349998474121094,594400,0,0
2017-03-31,39.20000076293945,40.33000183105469,38.79999923706055,40.04999923706055,1003400,0,0
2017-04-03,40.29999923706055,40.5,38.400001525878906,38.599998474121094,826300,0,0
2017-04-04,38.54999923706055,39.279998779296875,38.33000183105469,38.70000076293945,905200,0,0
2017-04-05,39.349998474121094,40.29999923706055,38.79999923706055,39.20000076293945,1003000,0,0
2017-04-06,39.25,40.04999923706055,38.900001525878906,39.95000076293945,516800,0,0
2017-04-07,40.0,40.47999954223633,39.349998474121094,40.25,674500,0,0
2017-04-10,40.400001525878906,42.0,40.25,41.04999923706055,1020800,0,0
2017-04-11,40.70000076293945,41.70000076293945,40.70000076293945,41.25,732100,0,0
2017-04-12,41.150001525878906,41.150001525878906,39.5,39.650001525878906,757200,0,0
2017-04-13,40.45000076293945,42.349998474121094,40.349998474121094,41.45000076293945,1176000,0,0
2017-04-17,41.29999923706055,41.79999923706055,40.599998474121094,41.75,733600,0,0
2017-04-18,41.45000076293945,42.650001525878906,41.150001525878906,42.349998474121094,794000,0,0
2017-04-19,42.54999923706055,43.79999923706055,42.400001525878906,42.95000076293945,1386200,0,0
2017-04-20,43.04999923706055,43.75,42.650001525878906,43.650001525878906,687800,0,0
2017-04-21,43.650001525878906,43.900001525878906,42.849998474121094,43.54999923706055,615700,0,0
2017-04-24,44.29999923706055,44.900001525878906,43.75,44.0,982200,0,0
2017-04-25,44.599998474121094,44.880001068115234,44.04999923706055,44.54999923706055,606000,0,0
2017-04-26,44.54999923706055,45.25,44.150001525878906,45.0,858900,0,0
2017-04-27,44.79999923706055,45.349998474121094,44.45000076293945,44.849998474121094,596600,0,0
2017-04-28,44.900001525878906,45.400001525878906,44.150001525878906,44.150001525878906,720200,0,0
2017-05-01,44.54999923706055,45.5,44.130001068115234,44.75,1177700,0,0
2017-05-02,44.75,45.150001525878906,44.20000076293945,44.650001525878906,939100,0,0
2017-05-03,44.25,44.45000076293945,43.349998474121094,44.0,720200,0,0
2017-05-04,43.95000076293945,44.279998779296875,43.099998474121094,43.45000076293945,1003100,0,0
2017-05-05,47.0,47.900001525878906,45.29999923706055,47.150001525878906,2068500,0,0
2017-05-08,47.150001525878906,47.439998626708984,45.5,45.650001525878906,1491900,0,0
2017-05-09,45.70000076293945,46.099998474121094,44.91999816894531,45.70000076293945,472800,0,0
2017-05-10,45.650001525878906,46.25,44.849998474121094,44.900001525878906,717200,0,0
2017-05-11,44.75,44.97999954223633,43.25,44.849998474121094,797300,0,0
2017-05-12,44.599998474121094,44.849998474121094,43.400001525878906,43.599998474121094,565500,0,0
2017-05-15,43.650001525878906,43.86000061035156,42.95000076293945,43.349998474121094,681000,0,0
2017-05-16,43.400001525878906,43.5,41.75,42.900001525878906,1433100,0,0
2017-05-17,42.099998474121094,42.400001525878906,41.099998474121094,41.099998474121094,811300,0,0
2017-05-18,41.0,41.5,39.849998474121094,41.150001525878906,858700,0,0
2017-05-19,41.45000076293945,42.0,41.25,41.45000076293945,817800,0,0
2017-05-22,41.75,42.0,41.0,41.79999923706055,600500,0,0
2017-05-23,42.0,43.68000030517578,41.599998474121094,43.099998474121094,1466500,0,0
2017-05-24,42.349998474121094,42.349998474121094,39.900001525878906,41.0,1681100,0,0
2017-05-25,41.099998474121094,42.04999923706055,40.150001525878906,40.5,1024900,0,0
2017-05-26,40.349998474121094,41.45000076293945,40.20000076293945,41.29999923706055,872100,0,0
2017-05-30,41.0,41.72999954223633,41.0,41.54999923706055,1364700,0,0
2017-05-31,41.54999923706055,42.529998779296875,40.75,42.400001525878906,1335700,0,0
2017-06-01,42.45000076293945,43.79999923706055,42.20000076293945,43.54999923706055,1022400,0,0
2017-06-02,43.650001525878906,44.79999923706055,43.45000076293945,44.0,741600,0,0
2017-06-05,44.0,44.099998474121094,42.79999923706055,42.95000076293945,621100,0,0
2017-06-06,42.45000076293945,43.400001525878906,41.70000076293945,42.95000076293945,490600,0,0
2017-06-07,43.099998474121094,43.900001525878906,42.7400016784668,43.70000076293945,879600,0,0
2017-06-08,43.70000076293945,45.650001525878906,43.599998474121094,45.150001525878906,831600,0,0
2017-06-09,45.20000076293945,45.75,44.900001525878906,45.349998474121094,1000200,0,0
2017-06-12,45.45000076293945,45.650001525878906,44.47999954223633,45.099998474121094,525100,0,0
2017-06-13,45.099998474121094,46.0,44.70000076293945,45.5,370000,0,0
2017-06-14,45.54999923706055,45.54999923706055,44.5,44.900001525878906,494600,0,0
2017-06-15,44.0,44.529998779296875,43.25,44.47999954223633,714000,0,0
2017-06-16,44.20000076293945,45.13999938964844,44.20000076293945,44.650001525878906,700000,0,0
2017-06-19,44.900001525878906,46.04999923706055,44.900001525878906,45.599998474121094,835700,0,0
2017-06-20,45.25,45.400001525878906,43.900001525878906,44.45000076293945,569700,0,0
2017-06-21,44.70000076293945,45.0,43.29999923706055,43.45000076293945,543300,0,0
2017-06-22,43.5,44.20000076293945,43.25,43.79999923706055,407200,0,0
2017-06-23,43.79999923706055,44.650001525878906,43.099998474121094,44.400001525878906,422800,0,0
2017-06-26,44.599998474121094,45.54999923706055,44.25,45.099998474121094,538300,0,0
2017-06-27,45.099998474121094,45.400001525878906,44.5,44.650001525878906,417700,0,0
2017-06-28,45.0,46.349998474121094,44.79999923706055,45.0,635000,0,0
2017-06-29,45.20000076293945,45.29999923706055,43.45000076293945,44.04999923706055,394600,0,0
2017-06-30,44.25,45.650001525878906,44.150001525878906,45.150001525878906,475900,0,0
2017-07-03,45.29999923706055,45.79999923706055,44.599998474121094,45.54999923706055,210100,0,0
2017-07-05,45.45000076293945,45.599998474121094,44.70000076293945,45.29999923706055,387200,0,0
2017-07-06,45.099998474121094,46.25,44.79999923706055,45.29999923706055,652200,0,0
2017-07-07,45.400001525878906,46.0,44.79999923706055,45.900001525878906,414000,0,0
2017-07-10,45.650001525878906,46.0,45.25,45.599998474121094,397200,0,0
2017-07-11,45.650001525878906,46.20000076293945,45.400001525878906,45.5,399900,0,0
2017-07-12,46.04999923706055,46.849998474121094,45.54999923706055,45.650001525878906,341700,0,0
2017-07-13,45.75,46.0,45.45000076293945,45.900001525878906,545500,0,0
2017-07-14,45.75,46.20000076293945,45.5,45.70000076293945,347100,0,0
2017-07-17,45.54999923706055,46.20000076293945,45.04999923706055,46.150001525878906,481700,0,0
2017-07-18,45.95000076293945,46.0,44.400001525878906,45.04999923706055,459300,0,0
2017-07-19,45.20000076293945,46.20000076293945,45.099998474121094,46.150001525878906,421700,0,0
2017-07-20,46.150001525878906,46.25,44.849998474121094,45.650001525878906,756800,0,0
2017-07-21,45.849998474121094,45.849998474121094,45.099998474121094,45.29999923706055,407200,0,0
2017-07-24,46.95000076293945,47.5,46.0,46.849998474121094,869300,0,0
2017-07-25,47.29999923706055,47.400001525878906,46.29999923706055,46.349998474121094,668300,0,0
2017-07-26,46.349998474121094,46.349998474121094,45.75,46.20000076293945,503800,0,0
2017-07-27,46.400001525878906,47.0,46.09000015258789,46.5,502800,0,0
2017-07-28,46.400001525878906,46.599998474121094,45.97999954223633,46.150001525878906,374400,0,0
2017-07-31,46.25,46.5,45.70000076293945,46.20000076293945,446200,0,0
2017-08-01,46.29999923706055,46.70000076293945,46.0,46.349998474121094,590800,0,0
2017-08-02,46.29999923706055,46.70000076293945,45.29999923706055,45.599998474121094,605600,0,0
2017-08-03,45.650001525878906,46.25,44.849998474121094,45.75,1323100,0,0
2017-08-04,49.0,49.5,41.849998474121094,42.849998474121094,3248900,0,0
2017-08-07,43.0,45.25,43.0,44.650001525878906,2042400,0,0
2017-08-08,44.599998474121094,44.599998474121094,42.75,43.150001525878906,1417300,0,0
2017-08-09,42.95000076293945,43.349998474121094,42.150001525878906,43.099998474121094,826800,0,0
2017-08-10,42.70000076293945,42.86000061035156,40.70000076293945,41.099998474121094,1322800,0,0
2017-08-11,40.650001525878906,41.709999084472656,40.0,40.25,1507500,0,0
2017-08-14,40.650001525878906,41.54999923706055,40.29999923706055,40.54999923706055,842900,0,0
2017-08-15,40.650001525878906,40.900001525878906,40.0,40.0,875900,0,0
2017-08-16,40.099998474121094,40.400001525878906,38.599998474121094,38.75,1274800,0,0
2017-08-17,38.70000076293945,39.900001525878906,38.400001525878906,39.20000076293945,1233300,0,0
2017-08-18,39.25,40.150001525878906,39.0,39.650001525878906,1267900,0,0
2017-08-21,39.75,39.900001525878906,39.20000076293945,39.29999923706055,982600,0,0
2017-08-22,39.400001525878906,39.650001525878906,39.150001525878906,39.45000076293945,842000,0,0
2017-08-23,39.15999984741211,40.20000076293945,39.15999984741211,39.900001525878906,817700,0,0
2017-08-24,40.04999923706055,40.58000183105469,39.54999923706055,40.349998474121094,861200,0,0
2017-08-25,40.29999923706055,40.45000076293945,39.650001525878906,39.70000076293945,818000,0,0
2017-08-28,40.0,40.099998474121094,39.54999923706055,39.75,853500,0,0
2017-08-29,39.400001525878906,40.650001525878906,39.25,40.45000076293945,1116900,0,0
2017-08-30,39.400001525878906,40.95000076293945,39.29999923706055,40.04999923706055,1410500,0,0
2017-08-31,40.20000076293945,40.900001525878906,40.04999923706055,40.79999923706055,857800,0,0
2017-09-01,41.0,42.0,40.86000061035156,41.95000076293945,829100,0,0
2017-09-05,41.900001525878906,42.099998474121094,40.349998474121094,40.45000076293945,957600,0,0
