Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-02-06,105.26161061606564,105.48186647670278,104.6678907680272,104.92644500732422,6896300,0.0,0,,,,,,,,,,107.12898254394533
2017-02-07,105.00306223080986,105.07967360452544,104.16035173206384,104.38060760498048,10184800,0.0,0,-0.005202095642386717,0.9947979043576133,,,,,,,,106.97575378417967
2017-02-08,104.91687260886414,106.69804686440663,104.36145841458293,104.38060760498048,13615500,0.0,0,0.0,0.9947979043576133,,,,,,,,107.02364349365234
2017-02-09,104.38060638392685,105.19458212846052,104.38060638392685,104.84983825683594,6369700,0.0,0,0.0044953814949153514,0.9992699004480431,,,,,,,,107.93338775634766
2017-02-10,104.71577521302088,105.14670871877478,103.97841081873416,104.6295928955078,7671800,0.0,0,-0.002100578932593411,0.9971708551471872,,,,,,,,107.01406860351562
2017-02-13,104.33272084444324,105.24246444403784,104.2848442167146,105.00305938720705,5653200,0.0,0,0.003569415510124685,1.0007301722637938,,,,,,,,107.330078125
2017-02-14,105.14670590795032,105.6542434692383,104.88814435019738,105.65424346923828,4768700,0.0,0,0.006201572466854932,1.0069362729468558,,,,,,,,107.48330688476562
2017-02-15,105.25205059228144,105.9894150079998,105.14671177488412,105.51060485839844,7087100,0.0,0,-0.0013595157763981458,1.005567327197957,,,,,,,,107.38752746582033
2017-02-16,105.66381295456836,106.1713578149216,105.42440789642652,106.01813507080078,7179600,0.0,0,0.004810229389581089,1.0104043367084472,,,,105.3382288415704,,,,107.61735534667967
2017-02-17,105.5680552273075,105.81703854015838,104.87856747237444,105.39568328857422,6349200,0.0,0,-0.0058711821502130945,1.0044720688022666,,,,105.3382288415704,,,,108.25897216796876
2017-02-21,105.28077571066716,105.53932997108258,105.1467094562202,105.34780883789062,5432700,0.0,0,-0.00045423540310007837,1.0040158020271914,,,,105.3382288415704,,,,107.7610092163086
2017-02-22,105.0413632758428,105.60635569338687,104.8881405351826,105.45314025878906,5478400,0.0,0,0.00099984443967438,1.0050196616441935,,,,105.07488431682788,,,,108.3834457397461
2017-02-23,105.62551702004812,105.80745990032572,104.9456002098488,105.07967376708984,5470400,0.0,0,-0.0035415397851852326,1.0014603445275871,,,,105.07488431682788,,,,108.58455657958984
2017-02-24,104.97433730818062,105.64466857910156,104.47637067315688,105.64466857910156,4786800,0.0,0,0.005376823050136537,1.0068450195918408,,,,105.22810101581811,,,,108.40260314941406
2017-02-27,105.2711827140848,105.78829846853256,105.17542216090452,105.5584716796875,3547700,0.0,0,-0.0008159133875225155,1.0060235212611954,,,,105.32386424403924,,,,108.2493896484375
2017-02-28,105.33823326806986,105.72128285025728,105.17543957011073,105.4244155883789,4766000,0.0,0,-0.0012699699908064188,1.0047459015791482,,,,105.32386424403924,,,,108.21109008789062
2017-03-01,105.97026676430582,107.06195333067411,105.97026676430582,106.33415985107422,7418100,0.0,0,0.00862935077816629,1.0134162064067997,,,,105.7691620019155,,,,108.25897216796876
2017-03-02,106.2958489441922,106.49694832222396,105.76915487834992,105.9032211303711,4715600,0.0,0,-0.004052683740640606,1.0093091510245933,,,,105.7691620019155,,,,107.8088836669922
2017-03-03,105.90320312890806,106.77464092498111,105.37651645865496,106.5256576538086,5837900,0.0,0,0.005877408796388206,1.0152412735071004,,,,105.7691620019155,,,,107.66524505615234
2017-03-06,106.0755884415447,106.27669511686508,105.42440640039705,105.97982788085938,4983200,0.0,0,-0.005123927746337631,1.01003925057655,105.39999313354492,106.56721309965033,104.23277316743952,105.7691620019155,,,,108.2781219482422
2017-03-07,106.00855856439706,106.22881443617366,105.49145005965016,106.16178131103516,5114400,0.0,0,0.0017168685193593713,1.0117733551691823,105.46175994873047,106.65296485206775,104.2705550453932,105.7691620019155,,,,108.2493896484375
2017-03-08,106.17136627712156,106.60229249369804,105.97026688898166,106.14263153076172,4929900,0.0,0,-0.0001803829969405646,1.0115908484591523,105.54986114501953,106.66564645212082,104.43407583791824,105.7691620019155,,,,108.40260314941406
2017-03-09,106.20008932671642,106.60228808636784,105.99898994689072,106.32457733154295,4005700,0.0,0,0.0017141632740518276,1.013324880339948,105.64705963134766,106.67258387462067,104.62153538807465,106.11868774578932,,,,108.9580307006836
2017-03-10,106.67890688657069,106.77466745895347,105.99899732477044,106.21924591064452,4027400,0.0,0,-0.0009906592016819538,1.0123210207229458,105.71553001403808,106.7006362173317,104.73042381074445,106.11869645039242,,,,109.35066223144533
